"EVAL_GRP","FORTYPCD","COUNTYCD","VOLCFNET"
272014,902,71,488331.855412492
272014,962,71,758166.749744136
272014,102,75,7983929.09133664
272014,121,75,1383305.93313159
272014,801,75,1427386.66136655
272014,809,75,2906302.55519965
272014,901,75,1806352.96491127
272014,962,75,201975.6492284
272014,102,77,751788.49768676
272014,126,77,1619511.93949838
272014,127,77,3870882.99195565
272014,517,77,689520.658597987
272014,520,77,912226.748287686
272014,901,77,901061.642344465
272014,962,77,1645335.69165924
272014,706,83,1081720.1374067
272014,503,87,4828652.24273955
272014,509,87,761071.723663276
272014,520,87,1331466.25358508
272014,517,95,746492.961061514
272014,805,95,2894702.60697558
272014,103,97,10334073.5129341
272014,509,97,5028098.92520414
272014,701,97,3804596.10308549
272014,901,97,294047.118329859
272014,503,109,6022809.73866412
272014,509,111,4794881.23345766
272014,901,111,1150097.78091919
272014,101,115,1426880.7202131
272014,102,115,11794621.9689404
272014,503,115,1819467.78650311
272014,505,115,6142029.53568762
272014,701,115,5017325.09367989
272014,801,115,7038199.38213204
272014,805,115,10225318.8055297
272014,809,115,2247087.5077047
272014,901,115,4311060.32256339
272014,102,135,6959354.82397032
272014,901,135,NA
272014,101,137,5277032.26869991
272014,102,137,10846417.448688
272014,103,137,2399110.45396215
272014,121,137,1498091.85907068
272014,122,137,817677.830262704
272014,125,137,1550724.79565852
272014,701,137,337620.880650712
272014,809,137,63444.474108589
272014,901,137,5824370.48755955
272014,902,137,2586942.86089518
272014,904,137,27980.7081267107
272014,962,137,1395551.01257569
272014,999,137,158064.520464205
272014,102,141,5955970.1109509
272014,503,141,2615258.8770184
272014,505,141,1336166.04662359
272014,503,145,4157916.31571187
272014,505,145,4910222.0979478
272014,102,153,1017951.66372183
272014,901,153,431463.873297132
272014,706,157,630226.889733222
272014,102,159,3940684.70933438
272014,401,159,3628301.14867575
272014,509,159,359544.016012221
272014,901,159,498416.450439073
272014,962,159,168036.072906566
272014,505,169,2844613.47916952
272014,520,169,704322.33254898
272014,801,169,1609956.85399172
272014,805,169,3717965.93740435
272015,102,1,2703080.78997791
272015,121,1,4079362.60966869
272015,126,1,NA
272015,503,1,653827.671920153
272015,505,1,2186681.10449464
272015,509,1,417810.11765859
272015,520,1,2799209.72501623
272015,701,1,3213752.82545889
272015,706,1,134365.611600871
272015,801,1,7417027.20778983
272015,805,1,4144908.41792832
272015,901,1,1347340.3059042
272015,962,1,3174684.47064463
272015,503,3,59893.7578090065
272015,901,5,2239932.04285515
272015,999,5,587017.796374061
272015,102,7,4519999.19460509
272015,103,7,8681084.07076045
272015,127,7,104801.202656468
272015,503,7,5157291.35863087
272015,509,7,1859992.86163731
272015,520,7,5495248.87196584
272015,701,7,107090.594545967
272015,705,7,137044.091464395
272015,801,7,133664.721628512
272015,805,7,6671171.15409041
272015,901,7,5897180.71310653
272015,902,7,2088471.41881387
272015,904,7,319969.544763384
272015,999,7,158352.17810637
272015,102,17,7715734.78049324
272015,801,17,699222.137221462
272015,901,17,873778.595979868
272015,101,21,1733913.9661281
272015,102,21,55320688.8139489
272015,505,21,4149376.19960164
272015,509,21,303569.372452614
272015,517,21,1234780.37482199
272015,801,21,2527061.45789515
272015,809,21,33273.7324122485
272015,901,21,11207169.0367267
272015,962,21,62829.7531302357
272015,503,25,2712728.08227697
272015,520,25,1387207.65332233
272015,103,29,3081435.56486544
272015,701,29,86483.2692149093
272015,805,29,6864953.95492758
272015,901,29,262039.066260592
272015,902,29,2104945.74097488
272015,962,29,858732.174906389
272015,102,31,10570376.5717745
272015,901,31,95287.7244780103
272015,102,35,11051003.263507
272015,503,35,12143241.9753898
272015,505,35,4171135.8230372
272015,519,35,1829641.70377529
272015,901,35,1922717.26472905
272015,805,41,9272841.82550075
272015,805,45,8835298.0596105
272015,962,45,661492.536615323
272015,706,49,1729587.53946621
272015,503,55,5733211.76714429
272015,703,55,3391340.43469771
272015,101,57,999076.094153864
272015,102,57,7553206.28240754
272015,121,57,3664757.04720407
272015,505,57,2083037.87945579
272015,509,57,6828976.31726983
272015,517,57,315970.814515672
272015,901,57,1141542.25167969
272015,962,57,123229.393275611
272015,999,57,1352772.98991133
272015,102,61,58371525.0096519
272015,127,61,503178.711005128
272015,503,61,6548739.25578219
272015,520,61,2687797.66004514
272015,801,61,4668852.04245309
272015,805,61,4511141.96267708
272015,809,61,89999.4660770553
272015,901,61,6772905.33114271
272015,902,61,2761899.95890101
272015,904,61,359740.255157779
272015,962,61,399207.839318908
272015,999,61,57805.5827897332
272015,503,65,2109058.89838487
272015,901,65,983619.31219531
272015,902,65,2562936.92260493
272015,509,69,847064.952024044
272015,127,71,880324.3759744
272015,409,71,3548833.97215737
272015,701,71,4598861.76820295
272015,901,71,2486649.93091359
272015,902,71,499025.253706197
272015,904,71,194623.863282197
272015,962,71,424868.215625863
272015,102,75,7837434.97956899
272015,125,75,163041.512012933
272015,801,75,1358649.80369828
272015,809,75,170931.401413818
272015,901,75,1977926.05665416
272015,902,75,285935.566944574
272015,962,75,206398.473664058
272015,102,77,709681.323954012
272015,127,77,3605234.15917437
272015,517,77,707529.451394634
272015,520,77,861133.534848001
272015,901,77,1945270.0092529
272015,904,77,186927.537775272
272015,962,77,1595563.9395084
272015,102,87,7598171.1422578
272015,509,87,777090.868538099
272015,509,95,330851.380972878
272015,517,95,793304.988684098
272015,805,95,1775388.07179051
272015,103,97,11338321.3273008
272015,509,97,2034949.1966354
272015,701,97,4174320.32812509
272015,503,109,6608096.21924026
272015,509,111,4846874.03593762
272015,901,111,1162568.74815374
272015,101,115,1516359.36659412
272015,102,115,12201399.8072217
272015,503,115,1996280.59372957
272015,701,115,3905377.37021571
272015,801,115,5442874.18884877
272015,805,115,9563656.27369818
272015,809,115,2271453.57044011
272015,901,115,2873318.85764966
272015,509,119,4890665.20934589
272015,102,135,2745259.96877972
272015,901,135,NA
272015,101,137,2393444.38938298
272015,102,137,13651372.8229841
272015,103,137,2278684.05260926
272015,121,137,485051.359602319
272015,122,137,802674.567322104
272015,125,137,1517266.23596337
272015,127,137,13565472.7166571
272015,701,137,353829.601808094
272015,809,137,66490.3573721504
272015,901,137,9235643.10892792
272015,902,137,2853315.8581546
272015,904,137,271546.083105346
272015,962,137,1325499.5540981
272015,999,137,111506.165614422
272015,102,141,5443124.92330354
272015,505,141,1350654.62599815
272015,901,141,403610.792738536
272015,509,153,566218.146607899
272015,901,153,458520.657230113
272015,102,159,4043606.89668641
272015,401,159,3830836.28583988
272015,962,159,177416.002432833
272015,801,163,11484.6379718848
272015,505,169,2779593.74250281
272015,801,169,1573157.84018621
272016,102,1,2798512.644672
272016,121,1,3863903.31690448
272016,503,1,639431.577545918
272016,505,1,5865935.60087687
272016,509,1,407009.815410949
272016,520,1,2651364.14094847
272016,701,1,7087841.85905134
272016,706,1,139214.35303712
272016,801,1,7369809.57147498
272016,805,1,4145317.84290718
272016,901,1,1252479.39225205
272016,962,1,3023525.33244288
272016,102,3,2961133.31504932
272016,503,3,59817.4490597286
272016,126,5,37315.9919371774
272016,901,5,1671600.51981448
272016,999,5,604293.395186269
272016,102,7,4683108.69208423
272016,103,7,8385697.46721851
272016,127,7,101306.563225254
272016,503,7,5335128.99168711
272016,509,7,1819039.20684185
272016,520,7,5575054.46466806
272016,705,7,141077.220882866
272016,801,7,130209.517141065
272016,901,7,5081623.95496043
272016,902,7,2042487.08236809
272016,904,7,187106.471045439
272016,999,7,163012.392356948
272016,102,17,7571784.50473776
272016,901,17,NA
272016,102,21,32477795.2377439
272016,505,21,4271489.97364395
272016,509,21,1927608.19321488
272016,517,21,773424.06825138
272016,520,21,346529.572416166
272016,805,21,5506797.85890851
272016,901,21,3572366.71154885
272016,902,21,449808.705202381
272016,962,21,61446.3564120815
272016,503,25,2581826.5312553
272016,103,29,3172120.45536297
272016,805,29,7112683.90831831
272016,901,29,258928.97698222
272016,902,29,2180905.18858741
272016,962,29,829512.554588213
272016,102,31,10280777.2136437
272016,901,31,99274.2755495281
272016,102,35,6779697.9825718
272016,503,35,13178948.554853
272016,505,35,4035226.79996318
272016,519,35,1890173.61304232
272016,520,35,1927003.0261
272016,805,35,5306830.52775844
272016,901,35,1990610.47520344
272016,805,41,8825384.74888958
272016,805,45,8735464.18323063
272016,962,45,654018.04467616
272016,706,49,1745042.56940264
272016,503,55,8805592.93739803
272016,101,57,973250.190641227
272016,102,57,7583702.4425702
272016,121,57,3772608.75610075
272016,505,57,2144340.49572806
272016,509,57,6714597.64734185
272016,517,57,684325.460391025
272016,901,57,839357.204204461
272016,962,57,30157.2796774896
272016,999,57,1401589.39741227
272016,503,59,1054385.4258808
272016,101,61,3240772.502548
272016,102,61,58248861.5549215
272016,503,61,6279612.98499662
272016,520,61,2618318.66496559
272016,801,61,4422257.74443618
272016,805,61,4643902.29671381
272016,901,61,10622055.1705866
272016,902,61,2861566.37364766
272016,904,61,348143.628629125
272016,962,61,421324.61712051
272016,999,61,358808.47890382
272016,901,65,901939.619726757
272016,902,65,3164119.65753696
272016,127,71,900625.357390999
272016,409,71,3482624.38312458
272016,701,71,3371984.4597325
272016,901,71,3028465.20645461
272016,902,71,484868.508920204
272016,904,71,180684.348890583
272016,102,75,62482.0200861379
272016,121,75,3060703.78746426
272016,125,75,151364.015405852
272016,701,75,481905.323707498
272016,801,75,1389981.35053409
272016,809,75,167742.382730725
272016,901,75,2025638.9678528
272016,902,75,288583.118490356
272016,962,75,200543.197815432
272016,102,77,730566.840394697
272016,127,77,3853247.9897144
272016,517,77,689239.966288355
272016,901,77,1926471.02375185
272016,904,77,199786.78980446
272016,962,77,1041173.65587493
272016,102,87,12163911.0143536
272016,509,87,750649.213275933
272016,901,87,575998.338176959
272016,509,95,539440.570904469
272016,517,95,755024.390591564
272016,805,95,2894702.60697558
272016,509,97,1865967.12958007
272016,701,97,3827685.00240593
272016,503,109,6059360.28014456
272016,509,111,4840698.78647725
272016,901,111,1161087.55594997
272016,101,115,1443188.08404272
272016,102,115,11949487.2328472
272016,503,115,2044863.01572339
272016,701,115,498405.851284824
272016,801,115,6719597.76401084
272016,805,115,10024966.9021114
272016,901,115,5094092.02531456
272016,509,119,4812622.67940949
272016,102,135,2826051.40329635
272016,901,135,NA
272016,101,137,9833054.49772485
272016,102,137,18561958.4896466
272016,103,137,2374017.32246477
272016,121,137,140326.657791493
272016,122,137,810106.73924175
272016,125,137,1080859.72494997
272016,127,137,15932871.229205
272016,401,137,2295382.45900079
272016,701,137,1129167.38784888
272016,801,137,189284.714175961
272016,809,137,62601.83475747
272016,901,137,11482914.5579627
272016,902,137,2648953.26459691
272016,904,137,279964.98132363
272016,102,141,6719907.31272044
272016,901,141,498284.929306836
272016,401,145,455073.736871854
272016,509,153,552960.812351635
272016,901,153,436394.936042268
272016,126,159,291085.449679164
272016,401,159,3746488.24877801
272016,962,159,173509.625226403
272016,801,163,11470.0057565822
272016,503,169,3906654.15232008
272016,505,169,2748185.90360445
272016,801,169,1555382.04538183
272017,102,1,3153694.60173305
272017,503,1,641358.328992663
272017,505,1,3600345.53185699
272017,509,1,405935.692877387
272017,520,1,2728215.27546871
272017,701,1,5458783.49061097
272017,706,1,140388.607186448
272017,801,1,11397317.0251579
272017,805,1,10136119.0728633
272017,901,1,6567888.07702336
272017,962,1,161090.433506347
272017,102,3,2960086.54516987
272017,503,3,60162.3785167804
272017,126,5,37428.4334304918
272017,901,5,2604385.61609082
272017,904,5,1328839.10459901
272017,999,5,596766.609125233
272017,103,7,8236912.75742809
272017,127,7,3793038.81263011
272017,503,7,5609534.54217342
272017,509,7,379761.888093242
272017,520,7,1439751.42429883
272017,901,7,3717289.66912856
272017,902,7,2048641.5562463
272017,904,7,188134.9995166
272017,999,7,160981.988893428
272017,503,9,1484230.38865717
272017,122,17,2149248.25319952
272017,901,17,NA
272017,102,21,34973068.2522475
272017,505,21,3542662.08276846
272017,509,21,1918092.13877641
272017,517,21,169740.544819282
272017,520,21,345615.060755305
272017,805,21,5359949.91600428
272017,901,21,4241325.01296559
272017,902,21,453602.780503992
272017,962,21,61631.5081316268
272017,503,25,2561249.2045444
272017,103,29,3132610.05823213
272017,805,29,7172678.43050652
272017,901,29,694241.712414972
272017,902,29,2199300.82747895
272017,962,29,814794.782430991
272017,901,31,97240.1580470865
272017,102,35,1637071.74215556
272017,503,35,13013262.1938759
272017,505,35,9810135.06612233
272017,519,35,1905160.25329322
272017,520,35,1932809.52049096
272017,805,35,5460651.70247608
272017,901,35,3775504.44261937
272017,520,39,3315516.04360928
272017,805,45,8735464.18323063
272017,706,49,1745042.56940264
272017,503,55,8884221.37040086
272017,101,57,970681.726881928
272017,102,57,7545639.40067963
272017,121,57,3725618.96732371
272017,409,57,NA
272017,509,57,1047233.23412186
272017,517,57,681864.537011934
272017,701,57,606344.719624804
272017,901,57,1801791.90820391
272017,962,57,30248.1503574637
272017,999,57,1413411.6135104
272017,102,59,11613590.8002281
272017,503,59,1080812.06290772
272017,101,61,3221210.02687254
272017,102,61,45150977.1758205
272017,503,61,6112156.63873004
272017,520,61,2611408.76999107
272017,801,61,NA
272017,805,61,4586060.09728857
272017,901,61,9836488.06066135
272017,902,61,2885703.2971367
272017,904,61,343125.561584312
272017,999,61,360373.260841774
272017,901,65,924545.424364857
272017,902,65,3164119.65753696
272017,102,71,2709334.13496065
272017,121,71,NA
272017,122,71,5855648.18196894
272017,127,71,909684.056062476
272017,409,71,3508809.52886235
272017,701,71,3271166.2592837
272017,901,71,3089108.30074451
272017,902,71,484868.508920204
272017,904,71,943594.046691464
272017,102,75,63660.9261254992
272017,121,75,3074887.6364656
272017,125,75,152082.206172855
272017,701,75,472031.14383515
272017,801,75,3008663.83697181
272017,809,75,169003.603653512
272017,901,75,2629438.26002884
272017,902,75,294028.082990175
272017,102,77,8669851.62462144
272017,127,77,3874429.38040453
272017,517,77,687421.02200055
272017,901,77,1896824.40314131
272017,904,77,200885.022272464
272017,102,87,12243244.7120503
272017,901,87,580856.805884165
272017,901,89,187087.348141233
272017,509,95,546338.787923706
272017,517,95,749006.796701418
272017,509,97,1912734.88151138
272017,701,97,3923620.35937227
272017,503,109,6211229.33182932
272017,503,111,2247590.53060457
272017,509,111,4868612.03972386
272017,901,111,1167782.81471741
272017,101,115,1431685.78040183
272017,102,115,11863845.8363548
272017,503,115,2090742.0753811
272017,517,115,1631103.20716001
272017,701,115,538209.263961461
272017,801,115,6719597.76401084
272017,805,115,10456529.815734
272017,809,115,421075.717711348
272017,901,115,5196719.0983334
272017,509,119,4435162.07710288
272017,102,135,2790851.47478555
272017,101,137,7542646.05818733
272017,102,137,34427029.5217615
272017,121,137,102652.931104808
272017,125,137,NA
272017,127,137,15606408.6884101
272017,401,137,2318469.94800079
272017,409,137,2299635.09761334
272017,701,137,1056671.45769501
272017,801,137,190590.125997864
272017,809,137,534642.390145631
272017,901,137,11066834.3879304
272017,902,137,2661521.99681344
272017,904,137,247185.158809393
272017,102,141,6719907.31272044
272017,901,141,498284.929306836
272017,401,145,454912.866883912
272017,102,153,2126274.21054933
272017,509,153,552765.338976646
272017,901,153,432916.83979327
272017,126,159,290317.258277252
272017,401,159,3757777.26218778
272017,962,159,174032.448829691
272017,801,163,11536.1460370553
272017,503,169,3906654.15232008
272017,505,169,2748185.90360445
272018,102,1,3119732.9521754
272018,503,1,636393.784432528
272018,505,1,3557201.42916129
272018,509,1,406141.339754061
272018,520,1,2820155.90249544
272018,701,1,5393369.12595386
272018,706,1,5505868.17150402
272018,801,1,11439169.7349365
272018,805,1,10274537.2575623
272018,809,1,1092290.80115172
272018,901,1,7893843.57888609
272018,962,1,159160.034841831
272018,102,3,2961173.72796072
272018,503,3,60046.9608811802
272018,126,5,37138.7121979422
272018,509,5,899877.595221355
272018,901,5,1206739.56291812
272018,904,5,1312848.89774538
272018,121,7,1437227.28862506
272018,127,7,3899879.75155225
272018,503,7,210725.286765028
272018,509,7,925995.645532195
272018,520,7,1440480.80185491
272018,901,7,2769180.65538871
272018,904,7,187162.587698532
272018,962,7,80556.1058323627
272018,999,7,160016.057123151
272018,503,9,1453357.65355282
272018,102,17,8378036.25206842
272018,122,17,2238116.34010109
272018,901,17,NA
272018,102,21,17149874.0475317
272018,509,21,1918180.93675968
272018,517,21,169306.237505589
272018,520,21,345790.149221344
272018,805,21,5447029.38393909
272018,901,21,7172876.85907021
272018,902,21,448144.48065073
272018,962,21,61154.4388326151
272018,503,25,2535694.74692775
272018,103,29,3113813.62268097
272018,901,29,1782850.29435858
272018,902,29,2172836.16742865
272018,962,29,812710.004551045
272018,127,31,2798071.39361745
272018,901,31,1319644.50328069
272018,902,31,2204453.76246568
272018,102,35,1627248.90658967
272018,503,35,14436905.9667458
272018,505,35,10794167.976845
272018,519,35,1797106.18062961
272018,520,35,1917848.27565018
272018,805,35,5644675.20898399
272018,901,35,5344179.07276007
272018,520,39,3251756.11969372
272018,503,45,5741070.80652154
272018,706,49,1803131.89995284
272018,503,55,9006023.13064691
272018,101,57,2856711.28763198
272018,102,57,5413697.01707675
272018,121,57,3703264.33157086
272018,409,57,NA
272018,509,57,505973.477791215
272018,517,57,678055.54718193
272018,701,57,606651.893642677
272018,901,57,1753832.8461877
272018,962,57,30014.0093421795
272018,999,57,1396403.72746074
272018,102,59,11497718.040422
272018,503,59,1058330.63093413
272018,101,61,3202850.85546425
272018,102,61,49565786.8497309
272018,503,61,6800228.12565958
272018,801,61,NA
272018,805,61,4558542.6018295
272018,901,61,16417801.839078
272018,902,61,4283609.9465721
272018,904,61,265913.826875127
272018,999,61,356556.47198346
272018,505,65,4132515.52823988
272018,102,71,2707309.88981992
272018,121,71,NA
272018,122,71,7684469.83553148
272018,127,71,909004.396988194
272018,409,71,3653893.36906917
272018,701,71,3212801.66743066
272018,901,71,3451991.11413464
272018,902,71,481435.121058506
272018,904,71,973425.291559843
272018,999,71,30583.694598283
272018,102,75,63222.8384872354
272018,121,75,3046613.23638054
272018,125,75,859180.793456261
272018,701,75,460692.809216779
272018,801,75,2847050.99652049
272018,805,75,2433400.28943465
272018,809,75,175991.640942271
272018,901,75,2121391.5495442
272018,902,75,292004.705758646
272018,962,75,44721.5194801159
272018,102,77,7928047.20622275
272018,901,77,1139141.65331773
272018,902,77,180567.923155817
272018,904,77,199846.70951709
272018,102,87,12114396.2896771
272018,901,87,573867.23096401
272018,901,89,187945.546985919
272018,509,95,551985.700460389
272018,509,97,1872949.03844211
272018,701,97,3842007.09169452
272018,503,111,4607725.23093504
272018,999,111,1192252.63094298
272018,901,113,23537.6415898501
272018,101,115,1417401.36265336
272018,102,115,11792904.8376244
272018,503,115,2058016.76589175
272018,505,115,4844185.90217644
272018,509,115,1724148.23458159
272018,517,115,1627974.04105602
272018,701,115,542731.261942375
272018,801,115,6584122.00263962
272018,805,115,5105383.37104576
272018,809,115,420267.911156071
272018,901,115,6400194.07926859
272018,509,119,4349870.49869706
272018,102,135,2774105.67530731
272018,517,135,1781617.66189336
272018,901,135,387161.235339266
272018,101,137,7474963.51199516
272018,102,137,31317279.0617281
272018,121,137,101703.854646988
272018,127,137,15231537.9066592
272018,401,137,2243219.74623311
272018,409,137,2283351.22046886
272018,701,137,1117819.97139607
272018,801,137,191849.39154942
272018,809,137,524619.300412982
272018,901,137,8427532.20605401
272018,902,137,880367.468833861
272018,904,137,241247.694555436
272018,102,141,6584425.31044781
272018,901,141,488238.862183712
272018,401,145,455079.94762046
272018,102,153,2127055.15012494
272018,509,153,552968.35904202
272018,102,159,5009778.42065341
272018,126,159,290464.332896353
272018,401,159,3728689.54036074
272018,962,159,172685.320698555
272018,801,163,11514.0146863282
272018,503,169,4036699.64712834
272019,102,1,3148497.70792104
272019,503,1,648983.345649787
272019,505,1,4634633.84124808
272019,520,1,2549664.47541686
272019,701,1,6412254.5484525
272019,706,1,4968948.36718511
272019,801,1,9170379.3081053
272019,805,1,11150755.510102
272019,809,1,1298640.32932832
272019,901,1,7850769.58797375
272019,102,3,2984052.03239604
272019,503,3,52567.7358525067
272019,126,5,32764.956693689
272019,509,5,2489355.74335161
272019,901,5,1285009.9360874
272019,904,5,1286821.30900814
272019,121,7,1465659.46595909
272019,127,7,3272560.84242667
272019,503,7,193704.715280664
272019,509,7,520110.161837692
272019,901,7,3027116.09091701
272019,904,7,178922.928468059
272019,962,7,837193.75154465
272019,503,9,1481960.86931945
272019,102,17,7612737.81278824
272019,122,17,2034844.7134488
272019,901,17,NA
272019,102,21,25540055.345198
272019,503,21,3987939.62597747
272019,509,21,1623146.56187944
272019,517,21,171630.640062729
272019,520,21,344150.283544447
272019,805,21,5834233.27280579
272019,901,21,7443648.91901502
272019,902,21,481368.772143458
272019,902,25,2295043.64630815
272019,102,29,2497233.09908752
272019,901,29,5143048.89772581
272019,962,29,864557.602285392
272019,127,31,2851030.24065267
272019,901,31,1447083.18780273
272019,902,31,2083756.71835863
272019,102,35,3390256.27233534
272019,503,35,8145039.08245783
272019,505,35,10695929.3868682
272019,520,35,1762941.0304259
272019,805,35,5103273.84485298
272019,901,35,3546695.17649877
272019,520,39,2672990.00391037
272019,503,45,5898771.39407612
272019,503,49,2174356.11083476
272019,706,49,1628544.59251107
272019,503,55,8966084.86375299
272019,101,57,3972174.55994141
272019,102,57,3864125.36238731
272019,409,57,NA
272019,509,57,149761.071543732
272019,517,57,677348.541786596
272019,701,57,633594.701299598
272019,901,57,900033.998925387
272019,102,59,11808450.4644494
272019,503,59,1128436.93184754
272019,101,61,3681746.65882668
272019,102,61,29292058.2674953
272019,503,61,5706370.88867787
272019,701,61,NA
272019,801,61,NA
272019,805,61,4317296.61549788
272019,901,61,19134481.9158385
272019,902,61,5241741.15262042
272019,904,61,280868.842852845
272019,999,61,385838.077597404
272019,505,65,3208350.40467069
272019,517,65,468836.238820428
272019,102,71,7094098.34545573
272019,121,71,NA
272019,122,71,9523108.32874989
272019,127,71,915641.377979262
272019,409,71,3505625.09902792
272019,701,71,2734526.40210671
272019,805,71,828813.769755391
272019,901,71,4023788.98794993
272019,904,71,1883023.36739223
272019,999,71,29858.5007985925
272019,121,75,2887681.88894595
272019,125,75,816959.561580998
272019,701,75,454959.868084896
272019,801,75,7527731.71282411
272019,805,75,8878524.37453637
272019,809,75,160007.616121682
272019,901,75,1598983.96871413
272019,902,75,414160.311678231
272019,962,75,41518.7905774578
272019,102,77,8433824.4208077
272019,901,77,1177184.22263295
272019,902,77,194774.050155079
272019,904,77,196712.126588354
272019,102,87,11613914.3440799
272019,901,87,588671.579052274
272019,901,89,182149.553805726
272019,509,95,532742.634434111
272019,503,109,2007280.53324292
272019,503,111,4588775.97755323
272019,517,111,NA
272019,999,111,1280386.94826128
272019,901,113,25473.5205368111
272019,102,115,7741867.69754208
272019,503,115,803196.325310521
272019,505,115,6111038.12002396
272019,509,115,1758080.82085644
272019,517,115,1487378.17383659
272019,701,115,568651.360793091
272019,805,115,5586695.98359044
272019,809,115,383972.53423768
272019,901,115,4234820.73421077
272019,902,115,4402055.224334
272019,509,119,3575655.71750719
272019,102,135,2627295.18821017
272019,517,135,1571799.93817562
272019,901,135,4436209.9885828
272019,101,137,7111957.08839657
272019,102,137,37363948.4507613
272019,121,137,109974.137859125
272019,127,137,14782398.8974333
272019,401,137,2177194.48872911
272019,409,137,2412143.58237968
272019,701,137,1203364.10096633
272019,801,137,169039.806671476
272019,809,137,415709.084382427
272019,901,137,7695835.31792492
272019,902,137,814481.172730239
272019,904,137,238245.566448769
272019,962,137,39533.4261152221
272019,102,141,8261705.81535138
272019,901,141,612610.160613908
272019,401,145,478603.523790202
272019,102,153,2143488.97662278
272019,509,153,557240.644163898
272019,102,159,7875460.63712958
272019,126,159,289086.842846529
272019,801,163,10079.8720493194
272019,503,169,6479112.27704591
272020,102,1,322594.429467071
272020,505,1,4709840.33907775
272020,509,1,643394.337142876
272020,701,1,6493297.15222991
272020,706,1,5056169.05441936
272020,801,1,4918762.3137769
272020,805,1,6743704.64417943
272020,809,1,1315053.46340837
272020,901,1,7988152.32484834
272020,102,3,2968557.37129243
272020,126,5,33261.6851297801
272020,509,5,2527095.26478084
272020,901,5,1039544.7460685
272020,904,5,1303085.06595825
272020,102,7,7087795.36789492
272020,121,7,1458481.77155274
272020,127,7,3274102.85382068
272020,503,7,190981.950807269
272020,509,7,526683.681564321
272020,901,7,1213454.59211502
272020,962,7,849975.091327414
272020,503,9,1487029.5429223
272020,102,17,7624177.61410722
272020,122,17,2146479.60192295
272020,901,17,242149.338284725
272020,102,21,19472870.8149599
272020,409,21,714160.938328149
272020,503,21,3958528.13513651
272020,509,21,1647754.04299918
272020,517,21,174232.621814778
272020,520,21,349367.724657631
272020,801,21,2366207.51182536
272020,805,21,5837137.38114893
272020,901,21,5554730.61238176
272020,902,21,489179.973795523
272020,902,25,2239351.59933007
272020,102,29,2485003.53522021
272020,503,29,1033718.9276277
272020,901,29,5203864.29444848
272020,127,31,2838254.9402025
272020,901,31,1444292.41956589
272020,902,31,2086888.01795692
272020,102,35,3449765.94321986
272020,503,35,8236030.13939148
272020,505,35,14741971.3287028
272020,520,35,1738160.66718394
272020,805,35,5192852.36710775
272020,901,35,3543343.18475274
272020,520,39,2876279.68304638
272020,503,45,6179998.50211423
272020,503,49,2283397.78052877
272020,503,55,3221856.41432046
272020,101,57,5860751.79290253
272020,102,57,3919611.50266419
272020,409,57,NA
272020,517,57,306198.68201151
272020,701,57,644716.283008977
272020,901,57,1271012.79693992
272020,102,59,11848838.2927644
272020,503,59,1182235.77125765
272020,101,61,3672830.00074565
272020,102,61,13738683.0944048
272020,126,61,99709.0161097502
272020,505,61,9537636.78223576
272020,701,61,NA
272020,801,61,NA
272020,901,61,20091749.7681307
272020,902,61,11461329.0006251
272020,999,61,321252.132028204
272020,505,65,3267397.62550861
272020,517,65,491188.259398704
272020,102,71,7139326.33619656
272020,121,71,NA
272020,122,71,9578273.79230896
272020,805,71,825099.90352736
272020,901,71,3282473.87509993
272020,904,71,1719488.33631186
272020,999,71,29219.2755347
272020,121,75,3610502.66579159
272020,122,75,2577082.77125037
272020,125,75,676896.404912313
272020,701,75,452921.219415136
272020,801,75,7494944.13543618
272020,805,75,8926329.6196366
272020,901,75,2281880.03817916
272020,962,75,41804.1677635446
272020,999,75,121615.325895779
272020,102,77,8581864.59100826
272020,902,77,197934.661043019
272020,102,87,3870987.6923923
272020,901,87,580125.495320535
272020,901,89,712127.816579649
272020,805,97,11006374.5859068
272020,503,109,2014145.93034144
272020,503,111,4660100.56514223
272020,517,111,NA
272020,999,111,1341430.08666648
272020,901,113,24867.1659837833
272020,102,115,7768346.80454662
272020,503,115,821127.662763005
272020,505,115,6213772.0724821
272020,509,115,1764093.8931533
272020,517,115,1451285.11945624
272020,701,115,609220.539080493
272020,801,115,2222778.26183729
272020,805,115,5583315.8710166
272020,809,115,374654.970081783
272020,901,115,4578760.53174783
272020,902,115,4353263.34261867
272020,102,135,11820183.032697
272020,517,135,1595628.98615627
272020,901,135,4502539.8966026
272020,101,137,7125518.48007397
272020,102,137,30192930.9575934
272020,121,137,108448.734185833
272020,127,137,1679194.49209316
272020,401,137,2190305.4287911
272020,409,137,2401334.9074823
272020,701,137,1231798.81752796
272020,801,137,162419.61070008
272020,809,137,426318.682189023
272020,901,137,6941285.83639583
272020,902,137,5964900.59016203
272020,962,137,39805.1570048799
272020,401,145,466989.622689159
272020,102,153,2132358.93099639
272020,102,159,7907130.83866926
272020,126,159,293469.502548604
272020,503,169,6501272.44743126
272021,102,1,321558.445664341
272021,503,1,4487644.21520917
272021,509,1,642620.750216793
272021,701,1,128808.207889881
272021,706,1,5144461.25369032
272021,708,1,895435.38694083
272021,801,1,5326239.59992586
272021,805,1,6841468.3659262
272021,809,1,1310830.28419828
272021,901,1,8111159.37422863
272021,509,5,2541794.51597199
